i t0002 t0004 t0008 t0016 t0032 t0064 t0128 t0256 t0512 t1024 tall
703 -0.369056 -0.0730803 0.0472891 -0.316866 0.244192 -0.1325 -0.00158135 -0.503719 0.136394 0.338299 0.333127
704 0 0 0 -0.346494 0.242762 -0.13437 0.00522986 -0.5034 0.137282 0.338537 0.333806
705 0.386842 -0.0310443 -0.0567944 -0.374437 0.241355 -0.136235 0.0120475 -0.503013 0.138172 0.338772 0.334481
706 0 -0.0988208 -0.125845 -0.400405 0.239954 -0.138271 0.0188573 -0.50256 0.139065 0.339004 0.335139
707 -0.108426 -0.0882355 -0.186053 -0.421452 0.238566 -0.140621 0.0256453 -0.502042 0.139961 0.339232 0.335813
708 0 0 -0.210557 -0.434359 0.237206 -0.143399 0.0323973 -0.50146 0.140859 0.339456 0.336509
709 -0.185255 0.136601 -0.187729 -0.436331 0.235891 -0.146692 0.0390994 -0.500815 0.141759 0.339677 0.337219
710 0 0.254563 -0.128304 -0.425526 0.234637 -0.150565 0.0457374 -0.500109 0.142662 0.339895 0.337948
711 -0.118674 0.170665 -0.0586239 -0.40139 0.233462 -0.155057 0.0522976 -0.499341 0.143567 0.340109 0.338665
712 0 0 0 -0.364826 0.232385 -0.16019 0.0587662 -0.498514 0.144474 0.34032 0.339383
713 0.0188424 -0.140487 0.041959 -0.318174 0.23142 -0.165965 0.0651294 -0.497629 0.145382 0.340527 0.3401
714 0 -0.157387 0.0361902 -0.265021 0.230581 -0.172369 0.071374 -0.496687 0.146292 0.340731 0.340812
715 0.137098 -0.0494844 -0.0163505 -0.209822 0.229878 -0.179373 0.0774865 -0.495689 0.147204 0.340931 0.341521
716 0 0 -0.0860623 -0.157351 0.229318 -0.186933 0.0834538 -0.494636 0.148117 0.341127 0.342208
717 0.205272 0.0440627 -0.136428 -0.111963 0.228904 -0.194998 0.0892631 -0.493529 0.149032 0.34132 0.342895
718 0 0.139929 -0.14007 -0.0766891 0.228635 -0.203504 0.0949017 -0.492371 0.149947 0.34151 0.343573
719 0.096192 0.124836 -0.0891346 -0.0521416 0.228506 -0.21238 0.100357 -0.491161 0.150864 0.341696 0.344248
720 0 0 0 -0.0352448 0.228507 -0.221548 0.105617 -0.489902 0.151781 0.341879 0.344909
721 -0.107147 -0.0469442 0.0835552 -0.02 0.228626 -0.230924 0.11067 -0.488594 0.152699 0.342058 0.345566
722 0 0.110892 0.10923 -0.00510912 0.228846 -0.24042 0.115505 -0.48724 0.153618 0.342234 0.346222
723 -0.19413 0.180795 0.0681023 0.00907868 0.229146 -0.249947 0.12011 -0.485839 0.154537 0.342406 0.346846
724 0 0 -0.0132455 0.022267 0.229504 -0.259413 0.124474 -0.484394 0.155456 0.342574 0.347446
725 -0.11625 -0.259835 -0.0916158 0.0342524 0.229895 -0.268725 0.128588 -0.482906 0.156375 0.342739 0.34803
726 0 -0.365413 -0.125218 0.0449511 0.230293 -0.277791 0.132441 -0.481376 0.157295 0.3429 0.348632
727 0.346375 -0.18123 -0.0908158 0.0544124 0.230671 -0.28652 0.136023 -0.479805 0.158214 0.343058 0.349267
728 0 0 0 0.0628185 0.231005 -0.294826 0.139326 -0.478195 0.159133 0.343213 0.349896
729 -0.386625 0.178099 0.099805 0.0704714 0.23127 -0.302622 0.14234 -0.476548 0.160051 0.343363 0.350521
730 0 0.355332 0.174905 0.077766 0.231447 -0.309828 0.145058 -0.474863 0.160969 0.343511 0.351151
731 0.365937 0.250798 0.201697 0.08515 0.23152 -0.316368 0.147472 -0.473144 0.161887 0.343654 0.351749
732 0 0 0.173244 0.0930702 0.23148 -0.322171 0.149575 -0.47139 0.162803 0.343795 0.352308
733 0.0411824 -0.284982 0.105846 0.101906 0.231326 -0.327174 0.151361 -0.469604 0.163719 0.343931 0.352861
734 0 -0.465407 0.0342054 0.111888 0.231067 -0.331316 0.152822 -0.467786 0.164633 0.344064 0.353416
735 0.0880515 -0.27678 -0.00484037 0.123007 0.230724 -0.334547 0.153955 -0.465938 0.165546 0.344193 0.354003
736 0 0 0 0.134904 0.230332 -0.336823 0.154754 -0.464062 0.166458 0.344319 0.354599
737 -0.00794123 0.260061 0.0299081 0.146581 0.230119 -0.338106 0.155215 -0.462158 0.167368 0.344442 0.3552
738 0 0.411572 0.104355 0.156473 0.230914 -0.338369 0.155335 -0.460227 0.168277 0.34456 0.355801
739 -0.482324 0.236719 0.201135 0.163943 0.233398 -0.337589 0.155111 -0.458272 0.169184 0.344675 0.356376
740 0 -0 0.272938 0.169257 0.237949 -0.335754 0.15454 -0.456293 0.170089 0.344787 0.356961
741 0.0444847 -0.242708 0.283386 0.173254 0.244685 -0.332858 0.153623 -0.454292 0.170992 0.344895 0.357526
742 0 -0.430857 0.22509 0.17706 0.253514 -0.328905 0.152357 -0.452269 0.171892 0.344999 0.358078
743 0.437669 -0.27735 0.119705 0.181856 0.264173 -0.323906 0.150743 -0.450226 0.172791 0.3451 0.358654
744 0 0 0 0.188688 0.276274 -0.317878 0.148783 -0.448165 0.173686 0.345197 0.35922
745 -0.488053 0.272669 -0.111885 0.198343 0.289335 -0.310848 0.146477 -0.446085 0.17458 0.345291 0.359786
746 0 0.415785 -0.181866 0.211255 0.302813 -0.302848 0.14383 -0.443989 0.17547 0.345381 0.360371
747 0.484147 0.229197 -0.187625 0.227479 0.316138 -0.293918 0.140843 -0.441878 0.176358 0.345467 0.360945
748 -0 0 -0.133754 0.246706 0.328736 -0.284105 0.137522 -0.439752 0.177243 0.34555 0.361507
749 -0.486375 -0.105677 -0.0498161 0.268327 0.340057 -0.27346 0.133872 -0.437613 0.178124 0.345629 0.362076
750 0 -0.0180356 0.0204214 0.29155 0.349588 -0.262039 0.129898 -0.435461 0.179003 0.345705 0.362664
751 0.194061 0.0839072 0.0385668 0.315573 0.356879 -0.249904 0.125609 -0.433298 0.179878 0.345777 0.363226
752 0 0 -0 0.339793 0.361551 -0.237121 0.121013 -0.431125 0.180749 0.345846 0.363742
753 0.305597 -0.0607649 -0.052316 0.361701 0.363306 -0.223757 0.116117 -0.428942 0.181617 0.34591 0.36425
754 0 0.0925566 -0.0964192 0.371833 0.36194 -0.209882 0.110934 -0.426751 0.182481 0.345972 0.364739
755 -0.215252 0.172484 -0.118558 0.363639 0.357343 -0.195568 0.105473 -0.424553 0.183341 0.346029 0.3652
756 0 0 -0.110969 0.335211 0.349501 -0.180886 0.0997469 -0.422348 0.184197 0.346083 0.365629
757 -0.224238 -0.145763 -0.0784348 0.288199 0.338494 -0.165907 0.0937692 -0.420136 0.185049 0.346134 0.366026
758 0 -0.00651233 -0.0375234 0.226805 0.324492 -0.1507 0.0875542 -0.41792 0.185897 0.346181 0.366425
759 0.199831 0.137902 -0.00851222 0.156869 0.307744 -0.135329 0.0811173 -0.415699 0.18674 0.346224 0.3668
760 0 0 0 0.0850402 0.288567 -0.119856 0.0744754 -0.413474 0.187579 0.346263 0.367128
761 0.237816 -0.154333 0.0118625 0.0180327 0.267332 -0.104335 0.0676461 -0.411246 0.188413 0.346299 0.367452
762 0 -0.0463968 0.0560419 -0.0380351 0.244447 -0.0888146 0.0606486 -0.409016 0.189242 0.346332 0.367787
763 -0.22147 0.0983306 0.119463 -0.0782121 0.220331 -0.0733335 0.0535031 -0.406783 0.190066 0.346361 0.368127
764 0 0 0.170601 -0.0992028 0.195395 -0.0579203 0.046231 -0.404549 0.190885 0.346386 0.368461
765 -0.272342 -0.193458 0.183389 -0.0997687 0.170008 -0.0425919 0.0388551 -0.402314 0.1917 0.346407 0.368776
766 0 -0.259924 0.149878 -0.0810446 0.144474 -0.0273514 0.0313994 -0.400078 0.192508 0.346425 0.369105
767 0.448168 -0.120279 0.0816533 -0.0467694 0.11899 -0.0121867 0.0238892 -0.397841 0.193312 0.34644 0.369448
768 0 0 0 -0.00343093 0.0936116 0.00293141 0.0163511 -0.395605 0.19411 0.346451 0.369769
769 -0.40907 0.13779 -0.086536 0.0414965 0.0680394 0.0180393 0.00881001 -0.393368 0.194902 0.346458 0.370087
770 0 0.316311 -0.176867 0.0852856 0.0413125 0.0331343 0.00127928 -0.391128 0.195688 0.346461 0.370414
771 0.312663 0.244007 -0.243182 0.125437 0.0127425 0.0481917 -0.00623078 -0.388885 0.196469 0.346461 0.370716
772 0 0 -0.257507 0.15884 -0.0179278 0.0631751 -0.0137099 -0.386636 0.197243 0.346458 0.370991
773 0.0649086 -0.220298 -0.213947 0.182552 -0.0506049 0.0780383 -0.0211479 -0.38438 0.198012 0.346451 0.371271
774 -0 -0.239963 -0.133952 0.194409 -0.0849183 0.0927268 -0.0285346 -0.382114 0.198774 0.34644 0.371553
775 -0.332136 -0.0693453 -0.0546183 0.193426 -0.120289 0.107179 -0.0358601 -0.379837 0.19953 0.346425 0.371825
776 0 -0 0 0.180032 -0.155994 0.121329 -0.0431145 -0.377547 0.200279 0.346407 0.372083
777 0.274254 -0.0854317 0.0314531 0.156104 -0.191219 0.135104 -0.050288 -0.375244 0.201022 0.346386 0.372313
778 0 -0.258438 0.00590862 0.124817 -0.225114 0.148432 -0.057371 -0.372925 0.201758 0.346361 0.372506
779 0.121939 -0.226511 -0.0697351 0.0903103 -0.256837 0.161237 -0.0643541 -0.370589 0.202487 0.346332 0.372708
780 0 0 -0.15481 0.0571631 -0.285594 0.173443 -0.0712282 -0.368235 0.20321 0.3463 0.372917
781 -0.460929 0.267711 -0.205084 0.0296846 -0.310669 0.184975 -0.0779841 -0.365862 0.203925 0.346264 0.373137
782 0 0.391106 -0.192769 0.0110167 -0.331459 0.19576 -0.084613 -0.363469 0.204633 0.346224 0.373389
783 0.356883 0.204366 -0.116313 0.00204887 -0.347492 0.205727 -0.0911065 -0.361054 0.205334 0.346181 0.373645
784 0 0 0 0.000147261 -0.358441 0.214807 -0.097456 -0.358618 0.206028 0.346134 0.373905
785 -0.10749 -0.0493209 0.109188 -0.00208891 -0.36414 0.222939 -0.103654 -0.356158 0.206714 0.346084 0.374183
786 0 0.10816 0.153383 -0.0130323 -0.364588 0.230063 -0.109691 -0.353673 0.207392 0.34603 0.374464
787 0.16645 0.179873 0.117826 -0.0360718 -0.359943 0.236127 -0.115562 -0.351164 0.208063 0.345973 0.374719
788 0 0 0.0279839 -0.070336 -0.350522 0.241086 -0.121258 -0.34863 0.208726 0.345912 0.374935
789 0.023378 -0.157189 -0.0681484 -0.112191 -0.336782 0.244898 -0.126772 -0.346069 0.209381 0.345847 0.375151
790 0 -0.0351123 -0.119606 -0.156526 -0.31931 0.247533 -0.132099 -0.343481 0.210028 0.345779 0.375394
791 -0.121166 0.114807 -0.0938481 -0.197815 -0.29879 0.248966 -0.137231 -0.340866 0.210667 0.345707 0.375655
792 0 0 0 -0.230974 -0.27598 0.249181 -0.142162 -0.338223 0.211297 0.345632 0.375922
793 -0.151278 -0.148729 0.121474 -0.251997 -0.251672 0.248169 -0.146888 -0.335552 0.21192 0.345553 0.376192
794 0 -0.0741203 0.272304 -0.258374 -0.226654 0.245931 -0.151402 -0.332852 0.212534 0.345471 0.376494
795 0.0753828 0.0592632 0.406451 -0.249294 -0.201659 0.242475 -0.1557 -0.330123 0.213139 0.345385 0.376798
796 0 0 0.463722 -0.225643 -0.177317 0.23782 -0.159777 -0.327364 0.213736 0.345296 0.377072
797 0.159201 -0.202818 0.416752 -0.189768 -0.154093 0.231992 -0.163628 -0.324576 0.214324 0.345202 0.377317
798 0 -0.388143 0.287423 -0.145043 -0.132222 0.225026 -0.167251 -0.321759 0.214904 0.345106 0.377536
799 -0.393005 -0.265683 0.132719 -0.0952064 -0.11164 0.216966 -0.170641 -0.318911 0.215474 0.345006 0.377759
800 0 0 0 -0.0434921 -0.0919083 0.207863 -0.173796 -0.316034 0.216036 0.344902 0.378006
801 -0.0172407 0.246177 -0.131596 0.00867971 -0.0723872 0.197777 -0.176713 -0.313127 0.216588 0.344795 0.378238
802 0 0.32533 -0.281219 0.0613266 -0.05311 0.186776 -0.179389 -0.310189 0.217131 0.344684 0.378452
803 0.231938 0.146507 -0.403005 0.112582 -0.0343065 0.174934 -0.181823 -0.307222 0.217665 0.34457 0.378652
804 0 0 -0.443742 0.159179 -0.0161867 0.162333 -0.184013 -0.304225 0.21819 0.344453 0.378855
805 -0.0195449 0.00805633 -0.384729 0.197512 0.00106334 0.149061 -0.185957 -0.301199 0.218705 0.344331 0.379084
806 0 0.172383 -0.254392 0.224474 0.017285 0.135211 -0.187656 -0.298143 0.21921 0.344207 0.379327
807 0.170976 0.200015 -0.111644 0.238061 0.03235 0.120882 -0.189109 -0.295057 0.219706 0.344078 0.379553
808 0 0 0 0.237761 0.046163 0.106176 -0.190316 -0.291943 0.220193 0.343947 0.379737
809 -0.226636 -0.24254 0.0936359 0.224704 0.0586626 0.0911998 -0.191277 -0.2888 0.220669 0.343811 0.379901
810 0 -0.30932 0.154854 0.201594 0.0698228 0.0760611 -0.191994 -0.285628 0.221135 0.343673 0.380069
811 0.119086 -0.130819 0.164202 0.172413 0.0796528 0.0608702 -0.192468 -0.282429 0.221592 0.343531 0.380235
812 0 0 0.123217 0.141892 0.0881968 0.045738 -0.1927 -0.279201 0.222039 0.343385 0.380381
813 -0.184272 0.069773 0.0545335 0.114766 0.0955332 0.0307746 -0.192692 -0.275947 0.222475 0.343236 0.380518
814 0 0.112746 -0.00612733 0.094794 0.101772 0.0160883 -0.192447 -0.272665 0.222901 0.343083 0.38067
815 -0.105321 0.0663147 -0.0260938 0.0835552 0.107054 0.00178493 -0.191968 -0.269358 0.223317 0.342927 0.380829
816 0 0 0 0.0790198 0.111546 -0.0120342 -0.191259 -0.266024 0.223722 0.342768 0.381009
817 0.299345 -0.0093775 0.0273336 0.0775409 0.115438 -0.0252733 -0.190322 -0.262665 0.224118 0.342605 0.381205
818 0 0.0705992 0.0129802 0.0840031 0.118939 -0.0378432 -0.189162 -0.259282 0.224502 0.342438 0.381397
819 -0.226973 0.0945929 -0.0393508 0.102202 0.122271 -0.0496637 -0.187783 -0.255874 0.224876 0.342268 0.381595
820 0 0 -0.10115 0.132448 0.125664 -0.060664 -0.186191 -0.252443 0.225239 0.342095 0.381808
821 0.412881 -0.141983 -0.140211 0.172598 0.129351 -0.0707854 -0.184389 -0.24899 0.225592 0.341918 0.382043
822 0 -0.2232 -0.135071 0.218961 0.133558 -0.0799823 -0.182384 -0.245514 0.225934 0.341738 0.38229
823 0.0113667 -0.127427 -0.0827794 0.267083 0.138499 -0.0882241 -0.180182 -0.242016 0.226264 0.341554 0.382578
824 0 0 0 0.31241 0.144365 -0.0954972 -0.177789 -0.238498 0.226584 0.341368 0.382883
825 -0.0404736 0.114384 0.100216 0.350822 0.151319 -0.101807 -0.175211 -0.234959 0.226893 0.341177 0.383195
826 0 0.181202 0.231449 0.379054 0.159482 -0.107179 -0.172455 -0.231402 0.227191 0.340983 0.383516
827 0.0400676 0.104333 0.353737 0.394987 0.168925 -0.111662 -0.169528 -0.227826 0.227478 0.340786 0.383827
828 0 0 0.411499 0.397817 0.179658 -0.115329 -0.166438 -0.224232 0.227753 0.340586 0.384119
829 -0.133108 0.00377453 0.376759 0.388104 0.191618 -0.118282 -0.163193 -0.220621 0.228017 0.340382 0.384395
830 -0 0.166916 0.265243 0.367696 0.204656 -0.120649 -0.159801 -0.216994 0.22827 0.340174 0.384668
831 -0.345252 0.197698 0.12535 0.339531 0.218526 -0.122593 -0.15627 -0.213352 0.228511 0.339964 0.384915
832 0 0 0 0.307316 0.232869 -0.124308 -0.152608 -0.209695 0.228741 0.33975 0.385162
833 0.317663 -0.169463 -0.128315 0.273578 0.247274 -0.125974 -0.148825 -0.206025 0.22896 0.339532 0.385407
834 0 -0.0759951 -0.281633 0.235918 0.261523 -0.127586 -0.144929 -0.202342 0.229167 0.339311 0.385645
835 0.148956 0.0777346 -0.413071 0.193065 0.275423 -0.129096 -0.14093 -0.198647 0.229362 0.339087 0.385895
836 0 0 -0.464277 0.145806 0.28876 -0.130463 -0.136838 -0.194942 0.229545 0.33886 0.386134
837 -0.0236796 -0.114655 -0.411116 0.0961981 0.301309 -0.131653 -0.132662 -0.191226 0.229717 0.338629 0.38639
838 0 -0.042892 -0.278764 0.0468914 0.312846 -0.132636 -0.128412 -0.187502 0.229877 0.338395 0.386673
839 -0.0855361 0.0628826 -0.126181 0.000583261 0.32316 -0.133389 -0.124098 -0.183769 0.230025 0.338158 0.386956
840 0 0 0 -0.0404079 0.332063 -0.133894 -0.11973 -0.180029 0.230162 0.337917 0.387224
841 0.0291375 -0.190004 0.0994314 -0.0744437 0.339395 -0.134137 -0.115319 -0.176282 0.230286 0.337673 0.387474
842 0 -0.366456 0.130906 -0.100744 0.345035 -0.134109 -0.110875 -0.172531 0.230398 0.337426 0.387708
843 -0.0646402 -0.252319 0.0835379 -0.11944 0.348903 -0.133806 -0.106409 -0.168774 0.230499 0.337176 0.38794
844 0 0 -0.0118417 -0.131506 0.350962 -0.133227 -0.101932 -0.165015 0.230587 0.336922 0.38817
845 -0.21486 0.175265 -0.104559 -0.138569 0.351228 -0.132373 -0.0974529 -0.161253 0.230663 0.336665 0.388385
846 0 0.118331 -0.1452 -0.142587 0.349761 -0.131252 -0.092984 -0.157489 0.230727 0.336405 0.388597
847 0.0647981 -0.0324358 -0.105922 -0.145414 0.346672 -0.129872 -0.0885358 -0.153725 0.230779 0.336141 0.38881
848 0 0 0 -0.148234 0.342121 -0.128243 -0.0841188 -0.149962 0.230818 0.335875 0.389037
849 -0.140365 0.0335799 0.125267 -0.148812 0.336307 -0.126381 -0.079744 -0.146199 0.230845 0.335605 0.389259
850 0 -0.114647 0.252124 -0.137719 0.329474 -0.124301 -0.0754219 -0.14244 0.23086 0.335332 0.389475
851 0.0481241 -0.171962 0.34145 -0.10898 0.321894 -0.122021 -0.0711633 -0.138683 0.230863 0.335055 0.38969
852 0 0 0.35615 -0.0615174 0.313868 -0.119561 -0.0669787 -0.134931 0.230853 0.334776 0.389907
853 0.343801 0.284322 0.290791 0.00217885 0.305715 -0.11694 -0.0628786 -0.131184 0.230831 0.334493 0.390124
854 0 0.47646 0.177761 0.077231 0.297759 -0.114182 -0.0588733 -0.127443 0.230796 0.334207 0.390312
855 -0.000261064 0.29078 0.0699595 0.157422 0.290321 -0.11131 -0.054973 -0.12371 0.230749 0.333918 0.390478
856 0 0 -0 0.236103 0.283705 -0.108346 -0.0511876 -0.119984 0.230689 0.333626 0.390636
857 -0.0683315 -0.153301 -0.0660513 0.306959 0.278185 -0.105316 -0.047527 -0.116268 0.230617 0.333331 0.390789
858 0 -0.0337612 -0.156159 0.364644 0.273986 -0.102243 -0.0440007 -0.112562 0.230532 0.333032 0.39094
859 -0.262429 0.11255 -0.242931 0.405262 0.271269 -0.0991522 -0.0406181 -0.108867 0.230434 0.332731 0.391067
860 0 0 -0.286589 0.426729 0.270114 -0.0960685 -0.0373881 -0.105184 0.230324 0.332426 0.391174
861 0.36179 -0.110899 -0.265824 0.428976 0.270498 -0.093016 -0.0343195 -0.101514 0.230201 0.332118 0.391274
862 0 0.0390802 -0.189763 0.414029 0.272276 -0.0900187 -0.0314207 -0.0978575 0.230066 0.331807 0.391367
863 -0.171383 0.15807 -0.0910445 0.38594 0.275154 -0.0870999 -0.0286997 -0.094216 0.229918 0.331493 0.391446
864 0 0 0 0.350582 0.278671 -0.0842824 -0.0261641 -0.0905901 0.229757 0.331176 0.391494
865 -0.289065 -0.263413 0.0968105 0.312429 0.28239 -0.0815881 -0.0238211 -0.0869809 0.229583 0.330856 0.391511
866 0 -0.378299 0.221634 0.267703 0.286519 -0.0790378 -0.0216775 -0.0833891 0.229397 0.330533 0.391537
867 0.278094 -0.193206 0.336434 0.215564 0.291254 -0.0766514 -0.0197396 -0.0798157 0.229198 0.330207 0.39156
868 0 0 0.389218 0.159365 0.296597 -0.0744476 -0.0180132 -0.0762615 0.228986 0.329878 0.391543
869 -0.106023 0.0442078 0.354508 0.104706 0.302393 -0.0724436 -0.0165033 -0.0727275 0.228762 0.329545 0.391485
870 0 -0.101494 0.248164 0.0578159 0.308371 -0.0706555 -0.0152148 -0.0692145 0.228524 0.32921 0.391394
871 -0.0314013 -0.166714 0.116542 0.0242894 0.314179 -0.0690977 -0.0141517 -0.0657234 0.228274 0.328872 0.391292
872 0 0 0 0.00816282 0.319414 -0.067783 -0.0133173 -0.0622549 0.228011 0.328531 0.391204
873 -0.104042 0.19395 -0.120365 0.011331 0.323649 -0.0667228 -0.0127144 -0.0588099 0.227735 0.328186 0.391109
874 0 0.189196 -0.269294 0.033309 0.326463 -0.0659267 -0.012345 -0.0553893 0.227446 0.327839 0.390992
875 -0.0209592 0.0344155 -0.401323 0.0713355 0.327455 -0.0654023 -0.0122104 -0.0519938 0.227145 0.327489 0.390855
876 0 0 -0.457261 0.120819 0.326272 -0.0651559 -0.0123112 -0.0486242 0.226831 0.327136 0.39073
877 0.469588 0.0280837 -0.41041 0.176128 0.322615 -0.0651915 -0.0126469 -0.0452813 0.226503 0.32678 0.39062
878 0 0.0120595 -0.282634 0.231721 0.316261 -0.0655116 -0.0132166 -0.0419658 0.226163 0.326421 0.390482
879 -0.128731 -0.0135275 -0.130286 0.283622 0.307064 -0.0661165 -0.014018 -0.0386786 0.225811 0.326059 0.390328
880 -0 0 0 0.33124 0.294966 -0.0670049 -0.0150484 -0.0354203 0.225445 0.325695 0.390149
881 -0.184613 -0.0510482 0.104455 0.374937 0.28 -0.0681733 -0.0163038 -0.0321916 0.225066 0.325327 0.389927
882 0 -0.220001 0.139856 0.403696 0.262285 -0.0696167 -0.0177792 -0.0289933 0.224675 0.324957 0.389654
883 -0.180693 -0.2145 0.0940846 0.40811 0.242028 -0.0713279 -0.0194688 -0.025826 0.224271 0.324583 0.389325
884 0 0 -0.00250223 0.384039 0.219517 -0.073298 -0.0213656 -0.0226905 0.223854 0.324207 0.388963
885 0.362923 0.196419 -0.0985266 0.33175 0.195107 -0.0755162 -0.0234614 -0.0195873 0.223424 0.323828 0.388562
886 0 0.161779 -0.142876 0.255059 0.169211 -0.07797 -0.025747 -0.0165172 0.222981 0.323446 0.388104
887 0.117016 -0.00114726 -0.105827 0.160467 0.142283 -0.0806452 -0.0282119 -0.0134806 0.222526 0.323062 0.387633
888 0 0 0 0.0562813 0.114798 -0.0835257 -0.0308445 -0.0104784 0.222058 0.322675 0.387159
889 0.00328025 0.00726705 0.12828 -0.04826 0.087232 -0.086594 -0.0336317 -0.00751092 0.221577 0.322284 0.386677
890 0 -0.142072 0.266986 -0.143875 0.0600333 -0.0898311 -0.0365592 -0.00457887 0.221083 0.321891 0.38618
891 -0.436285 -0.178753 0.373493 -0.22213 0.0335958 -0.0932164 -0.0396115 -0.00168279 0.220577 0.321496 0.385674
892 0 0 0.402152 -0.276338 0.00822695 -0.0967279 -0.0427715 0.0011768 0.220057 0.321097 0.385189
893 0.0350599 0.283515 0.34041 -0.302463 -0.0158874 -0.100343 -0.0460206 0.00399938 0.219526 0.320696 0.384693
894 0 0.479421 0.218424 -0.300033 -0.0387213 -0.104036 -0.049339 0.00678445 0.218981 0.320293 0.384189
895 -0.0236841 0.295161 0.0921622 -0.273055 -0.0604496 -0.107783 -0.052705 0.00953152 0.218424 0.319886 0.383668
896 0 0 0 -0.230938 -0.081493 -0.111556 -0.0560956 0.0122401 0.217854 0.319477 0.38315
897 0.0336766 -0.229392 -0.0678585 -0.184087 -0.102191 -0.115365 -0.0594914 0.0149098 0.217272 0.319065 0.382636
898 0 -0.267639 -0.0840872 -0.129149 -0.121694 -0.119346 -0.0628924 0.0175402 0.216677 0.318651 0.382142
899 0.109691 -0.0936563 -0.042786 -0.0648353 -0.139033 -0.123642 -0.0663031 0.0201309 0.216069 0.318233 0.381676
900 0 0 0.0304294 0.00512272 -0.153466 -0.128367 -0.0697271 0.0226814 0.215449 0.317814 0.381205
901 0.286703 -0.0297761 0.0968046 0.0742594 -0.164466 -0.133607 -0.0731672 0.0251915 0.214817 0.317391 0.380725
902 0 -0.129829 0.120817 0.135259 -0.171695 -0.139427 -0.0766253 0.0276607 0.214172 0.316966 0.380208
903 0.0074259 -0.126931 0.0845386 0.181448 -0.174991 -0.145863 -0.0801027 0.0300887 0.213514 0.316539 0.379674
904 0 0 0 0.20789 -0.174348 -0.152937 -0.0835999 0.0324753 0.212845 0.316109 0.379117
905 -0.275193 0.210079 -0.0905036 0.212086 -0.169899 -0.160648 -0.0871168 0.0348201 0.212163 0.315676 0.378535
906 0 0.397574 -0.153788 0.194282 -0.161899 -0.168979 -0.0906527 0.0371229 0.211468 0.315241 0.377947
907 0.26204 0.269805 -0.169852 0.157378 -0.150707 -0.177899 -0.0942063 0.0393834 0.210761 0.314803 0.377326
908 0 0 -0.136601 0.106445 -0.136769 -0.187365 -0.0977757 0.0416014 0.210042 0.314363 0.376677
909 -0.0399186 -0.152018 -0.0726421 0.0478436 -0.120605 -0.19732 -0.101359 0.0437767 0.209311 0.31392 0.376034
910 0 -0.0182842 -0.0110936 -0.0120511 -0.102788 -0.207698 -0.104952 0.0459091 0.208568 0.313475 0.375399
911 -0.188677 0.129949 0.0156251 -0.0685175 -0.0839291 -0.218427 -0.108553 0.0479984 0.207812 0.313027 0.374745
912 0 0 0 -0.120554 -0.0646648 -0.229424 -0.112157 0.0500445 0.207045 0.312577 0.374063
